Time,Temperature,Dew_point,Humidity,Wind,Wind speed,Wind gust,Pressure,Precip,Condition,Day,Month,Year
1:50 pm,90 °F,72 °F,55%,WSW,12 mph,0 mph,29.59 in,0.0 in,Fair,24,7,2020
2:50 pm,88 °F,72 °F,58%,W,13 mph,0 mph,29.59 in,0.0 in,Fair,24,7,2020
3:50 pm,90 °F,70 °F,52%,WNW,10 mph,0 mph,29.59 in,0.0 in,Fair,24,7,2020
4:50 pm,86 °F,73 °F,66%,WNW,9 mph,0 mph,29.59 in,0.0 in,Fair,24,7,2020
5:50 pm,86 °F,75 °F,70%,WNW,7 mph,0 mph,29.59 in,0.0 in,Fair,24,7,2020
6:00 am,77 °F,72 °F,83%,VAR,3 mph,0 mph,29.68 in,0.0 in,Patches of Fog,26,7,2020
6:50 am,81 °F,72 °F,74%,VAR,1 mph,0 mph,29.68 in,0.0 in,Patches of Fog,26,7,2020
7:50 am,82 °F,73 °F,74%,VAR,3 mph,0 mph,29.71 in,0.0 in,Fair,26,7,2020
8:50 am,84 °F,73 °F,70%,NNW,10 mph,0 mph,29.71 in,0.0 in,Fair,26,7,2020
9:50 am,86 °F,72 °F,62%,NNW,10 mph,0 mph,29.71 in,0.0 in,Fair,26,7,2020
10:50 am,86 °F,73 °F,66%,NW,12 mph,0 mph,29.68 in,0.0 in,Fair,26,7,2020
11:50 am,86 °F,73 °F,66%,NW,12 mph,0 mph,29.68 in,0.0 in,Fair,26,7,2020
12:50 pm,84 °F,73 °F,70%,NW,12 mph,0 mph,29.68 in,0.0 in,Fair,26,7,2020
1:50 pm,86 °F,73 °F,66%,NW,12 mph,0 mph,29.68 in,0.0 in,Fair,26,7,2020
2:50 pm,86 °F,75 °F,70%,NW,10 mph,0 mph,29.68 in,0.0 in,Fair,26,7,2020
3:50 pm,86 °F,73 °F,66%,NW,13 mph,0 mph,29.68 in,0.0 in,Fair,26,7,2020
4:50 pm,84 °F,73 °F,70%,NW,13 mph,0 mph,29.65 in,0.0 in,Partly Cloudy,26,7,2020
5:50 pm,84 °F,75 °F,74%,NNW,14 mph,0 mph,29.65 in,0.0 in,Partly Cloudy,26,7,2020
6:50 pm,84 °F,75 °F,74%,NNW,13 mph,0 mph,29.68 in,0.0 in,Mostly Cloudy,26,7,2020
6:00 am,82 °F,73 °F,74%,NW,7 mph,0 mph,29.68 in,0.0 in,Fair,27,7,2020
6:50 am,82 °F,73 °F,74%,NW,6 mph,0 mph,29.68 in,0.0 in,Fair,27,7,2020
7:50 am,84 °F,73 °F,70%,NW,7 mph,0 mph,29.68 in,0.0 in,Fair,27,7,2020
8:50 am,86 °F,73 °F,66%,NW,8 mph,0 mph,29.68 in,0.0 in,Fair,27,7,2020
9:50 am,84 °F,73 °F,70%,NW,9 mph,0 mph,29.68 in,0.0 in,Fair,27,7,2020
10:50 am,86 °F,73 °F,66%,NW,9 mph,0 mph,29.68 in,0.0 in,Fair,27,7,2020
11:50 am,86 °F,73 °F,66%,NW,10 mph,0 mph,29.65 in,0.0 in,Fair,27,7,2020
12:50 pm,88 °F,75 °F,66%,NW,13 mph,0 mph,29.65 in,0.0 in,Fair,27,7,2020
1:50 pm,88 °F,75 °F,66%,NW,12 mph,0 mph,29.65 in,0.0 in,Fair,27,7,2020
2:50 pm,86 °F,77 °F,74%,NW,13 mph,0 mph,29.62 in,0.0 in,Partly Cloudy,27,7,2020
3:50 pm,86 °F,75 °F,70%,NW,14 mph,0 mph,29.62 in,0.0 in,Fair,27,7,2020
4:50 pm,86 °F,75 °F,70%,NW,13 mph,0 mph,29.62 in,0.0 in,Fair,27,7,2020
5:50 pm,84 °F,73 °F,70%,NW,13 mph,0 mph,29.62 in,0.0 in,Fair,27,7,2020
6:50 pm,84 °F,75 °F,74%,NW,10 mph,0 mph,29.65 in,0.0 in,Fair,27,7,2020
6:00 am,81 °F,73 °F,79%,VAR,1 mph,0 mph,29.71 in,0.0 in,Patches of Fog,29,7,2020
6:50 am,82 °F,73 °F,74%,W,5 mph,0 mph,29.71 in,0.0 in,Patches of Fog,29,7,2020
7:50 am,84 °F,72 °F,66%,VAR,3 mph,0 mph,29.71 in,0.0 in,Partly Cloudy,29,7,2020
8:50 am,86 °F,73 °F,66%,NW,9 mph,0 mph,29.71 in,0.0 in,Fair,29,7,2020
9:50 am,86 °F,73 °F,66%,NW,10 mph,0 mph,29.73 in,0.0 in,Fair,29,7,2020
10:50 am,86 °F,75 °F,70%,NW,12 mph,0 mph,29.73 in,0.0 in,Fair,29,7,2020
11:50 am,88 °F,75 °F,66%,NW,12 mph,0 mph,29.71 in,0.0 in,Fair,29,7,2020
12:50 pm,86 °F,75 °F,70%,NW,13 mph,0 mph,29.71 in,0.0 in,Fair,29,7,2020
1:50 pm,86 °F,75 °F,70%,NW,13 mph,0 mph,29.71 in,0.0 in,Fair,29,7,2020
2:50 pm,88 °F,77 °F,70%,WNW,12 mph,0 mph,29.71 in,0.0 in,Fair,29,7,2020
3:50 pm,86 °F,77 °F,74%,NW,13 mph,0 mph,29.71 in,0.0 in,Fair,29,7,2020
4:50 pm,86 °F,77 °F,74%,NNW,12 mph,0 mph,29.68 in,0.0 in,Fair,29,7,2020
5:50 pm,84 °F,75 °F,74%,NW,9 mph,0 mph,29.71 in,0.0 in,Fair,29,7,2020
6:50 pm,84 °F,77 °F,79%,NW,8 mph,0 mph,29.71 in,0.0 in,Fair,29,7,2020
6:00 am,82 °F,75 °F,79%,NW,5 mph,0 mph,29.73 in,0.0 in,Fair,30,7,2020
6:50 am,84 °F,75 °F,74%,WNW,5 mph,0 mph,29.76 in,0.0 in,Fair,30,7,2020
7:50 am,86 °F,70 °F,58%,NW,6 mph,0 mph,29.76 in,0.0 in,Fair,30,7,2020
8:50 am,90 °F,66 °F,46%,NW,8 mph,0 mph,29.76 in,0.0 in,Fair,30,7,2020
9:50 am,90 °F,75 °F,62%,NNW,9 mph,0 mph,29.76 in,0.0 in,Fair,30,7,2020
10:50 am,88 °F,75 °F,66%,NNW,12 mph,0 mph,29.76 in,0.0 in,Fair,30,7,2020
11:50 am,88 °F,75 °F,66%,NW,13 mph,0 mph,29.73 in,0.0 in,Fair,30,7,2020
12:50 pm,88 °F,75 °F,66%,NW,13 mph,0 mph,29.73 in,0.0 in,Fair,30,7,2020
1:50 pm,88 °F,75 °F,66%,NW,13 mph,0 mph,29.73 in,0.0 in,Fair,30,7,2020
2:50 pm,86 °F,75 °F,70%,NW,13 mph,0 mph,29.73 in,0.0 in,Fair,30,7,2020
3:50 pm,86 °F,75 °F,70%,NW,12 mph,0 mph,29.73 in,0.0 in,Fair,30,7,2020
4:50 pm,86 °F,73 °F,66%,NW,10 mph,0 mph,29.71 in,0.0 in,Partly Cloudy,30,7,2020
5:50 pm,84 °F,73 °F,70%,NW,8 mph,0 mph,29.71 in,0.0 in,Fair,30,7,2020
6:50 pm,82 °F,73 °F,74%,NW,7 mph,0 mph,29.71 in,0.0 in,Fair,30,7,2020
7:50 pm,82 °F,73 °F,74%,NNW,7 mph,0 mph,29.73 in,0.0 in,Fair,30,7,2020
8:50 pm,82 °F,73 °F,74%,NNW,7 mph,0 mph,29.73 in,0.0 in,Partly Cloudy,30,7,2020
3:50 am,81 °F,73 °F,79%,W,5 mph,0 mph,29.71 in,0.0 in,Fair,31,7,2020
4:50 am,77 °F,72 °F,83%,VAR,2 mph,0 mph,29.71 in,0.0 in,Fair,31,7,2020
5:50 am,79 °F,72 °F,78%,VAR,1 mph,0 mph,29.71 in,0.0 in,Fair,31,7,2020
6:00 am,79 °F,72 °F,78%,VAR,2 mph,0 mph,29.71 in,0.0 in,Fair,31,7,2020
6:50 am,82 °F,72 °F,70%,VAR,2 mph,0 mph,29.71 in,0.0 in,Fair,31,7,2020
7:50 am,84 °F,70 °F,62%,WSW,5 mph,0 mph,29.73 in,0.0 in,Fair,31,7,2020
8:50 am,88 °F,68 °F,52%,WSW,7 mph,0 mph,29.71 in,0.0 in,Fair,31,7,2020
9:50 am,88 °F,72 °F,58%,W,10 mph,0 mph,29.71 in,0.0 in,Fair,31,7,2020
10:50 am,88 °F,72 °F,58%,WSW,12 mph,0 mph,29.71 in,0.0 in,Fair,31,7,2020
11:50 am,90 °F,72 °F,55%,WSW,12 mph,0 mph,29.71 in,0.0 in,Fair,31,7,2020
12:50 pm,90 °F,72 °F,55%,WSW,13 mph,0 mph,29.68 in,0.0 in,Fair,31,7,2020
1:50 pm,90 °F,72 °F,55%,W,10 mph,0 mph,29.68 in,0.0 in,Fair,31,7,2020
2:50 pm,91 °F,70 °F,49%,W,9 mph,0 mph,29.65 in,0.0 in,Fair,31,7,2020
3:50 pm,90 °F,70 °F,52%,W,9 mph,0 mph,29.65 in,0.0 in,Fair,31,7,2020
4:50 pm,90 °F,66 °F,46%,W,7 mph,0 mph,29.65 in,0.0 in,Fair,31,7,2020
5:50 pm,88 °F,61 °F,40%,W,6 mph,0 mph,29.65 in,0.0 in,Fair,31,7,2020
6:00 am,82 °F,73 °F,74%,VAR,1 mph,0 mph,29.62 in,0.0 in,Partly Cloudy,1,8,2020
6:50 am,84 °F,73 °F,70%,VAR,3 mph,0 mph,29.62 in,0.0 in,Patches of Fog,1,8,2020
7:50 am,86 °F,73 °F,66%,SW,6 mph,0 mph,29.62 in,0.0 in,Partly Cloudy,1,8,2020
8:50 am,86 °F,73 °F,66%,WSW,9 mph,0 mph,29.62 in,0.0 in,Fair,1,8,2020
9:50 am,90 °F,73 °F,59%,SW,10 mph,0 mph,29.59 in,0.0 in,Fair,1,8,2020
10:50 am,88 °F,73 °F,62%,WSW,10 mph,0 mph,29.59 in,0.0 in,Fair,1,8,2020
11:50 am,88 °F,73 °F,62%,WSW,10 mph,0 mph,29.59 in,0.0 in,Fair,1,8,2020
12:50 pm,90 °F,73 °F,59%,WSW,12 mph,0 mph,29.59 in,0.0 in,Fair,1,8,2020
1:50 pm,90 °F,73 °F,59%,WSW,13 mph,0 mph,29.59 in,0.0 in,Fair,1,8,2020
2:50 pm,90 °F,73 °F,59%,W,10 mph,0 mph,29.56 in,0.0 in,Fair,1,8,2020
3:50 pm,88 °F,73 °F,62%,WNW,10 mph,0 mph,29.56 in,0.0 in,Fair,1,8,2020
4:50 pm,86 °F,73 °F,66%,WNW,10 mph,0 mph,29.56 in,0.0 in,Fair,1,8,2020
5:50 pm,86 °F,73 °F,66%,W,8 mph,0 mph,29.56 in,0.0 in,Fair,1,8,2020
6:50 pm,84 °F,75 °F,74%,WNW,8 mph,0 mph,29.56 in,0.0 in,Fair,1,8,2020
6:00 am,77 °F,70 °F,78%,VAR,2 mph,0 mph,29.59 in,0.0 in,Fair,2,8,2020
6:50 am,81 °F,72 °F,74%,VAR,2 mph,0 mph,29.59 in,0.0 in,Fair,2,8,2020
7:50 am,84 °F,70 °F,62%,SW,7 mph,0 mph,29.62 in,0.0 in,Fair,2,8,2020
8:50 am,86 °F,68 °F,55%,WSW,9 mph,0 mph,29.62 in,0.0 in,Fair,2,8,2020
9:50 am,88 °F,68 °F,52%,WSW,10 mph,0 mph,29.62 in,0.0 in,Fair,2,8,2020
10:50 am,88 °F,70 °F,55%,WSW,13 mph,0 mph,29.62 in,0.0 in,Fair,2,8,2020
11:50 am,88 °F,70 °F,55%,W,15 mph,0 mph,29.62 in,0.0 in,Fair,2,8,2020
12:50 pm,88 °F,70 °F,55%,WSW,14 mph,0 mph,29.62 in,0.0 in,Fair,2,8,2020
1:50 pm,88 °F,70 °F,55%,W,9 mph,0 mph,29.62 in,0.0 in,Fair,2,8,2020
2:50 pm,88 °F,72 °F,58%,W,9 mph,0 mph,29.62 in,0.0 in,Fair,2,8,2020
3:50 pm,86 °F,73 °F,66%,NW,10 mph,0 mph,29.62 in,0.0 in,Fair,2,8,2020
4:50 pm,86 °F,73 °F,66%,NW,9 mph,0 mph,29.62 in,0.0 in,Fair,2,8,2020
5:50 pm,84 °F,73 °F,70%,NW,8 mph,0 mph,29.62 in,0.0 in,Fair,2,8,2020
6:50 pm,82 °F,73 °F,74%,NNW,7 mph,0 mph,29.62 in,0.0 in,Partly Cloudy,2,8,2020
3:50 am,81 °F,72 °F,74%,W,5 mph,0 mph,29.62 in,0.0 in,Fair,4,8,2020
4:50 am,81 °F,72 °F,74%,W,6 mph,0 mph,29.65 in,0.0 in,Fair,4,8,2020
5:50 am,81 °F,70 °F,70%,WSW,7 mph,0 mph,29.65 in,0.0 in,Fair,4,8,2020
6:00 am,82 °F,70 °F,66%,VAR,3 mph,0 mph,29.65 in,0.0 in,Fair,4,8,2020
6:50 am,82 °F,70 °F,66%,WSW,9 mph,0 mph,29.68 in,0.0 in,Fair,4,8,2020
7:50 am,84 °F,70 °F,62%,WSW,8 mph,0 mph,29.68 in,0.0 in,Partly Cloudy,4,8,2020
8:50 am,86 °F,70 °F,58%,WSW,9 mph,0 mph,29.68 in,0.0 in,Partly Cloudy,4,8,2020
9:50 am,86 °F,70 °F,58%,WSW,10 mph,0 mph,29.68 in,0.0 in,Partly Cloudy,4,8,2020
10:50 am,88 °F,72 °F,58%,WSW,9 mph,0 mph,29.68 in,0.0 in,Partly Cloudy,4,8,2020
11:50 am,88 °F,72 °F,58%,W,12 mph,0 mph,29.65 in,0.0 in,Fair,4,8,2020
12:50 pm,90 °F,72 °F,55%,WSW,12 mph,0 mph,29.65 in,0.0 in,Fair,4,8,2020
1:50 pm,90 °F,72 °F,55%,WSW,13 mph,0 mph,29.65 in,0.0 in,Fair,4,8,2020
2:50 pm,88 °F,72 °F,58%,W,10 mph,0 mph,29.62 in,0.0 in,Partly Cloudy,4,8,2020
3:50 pm,86 °F,73 °F,66%,W,12 mph,0 mph,29.62 in,0.0 in,Partly Cloudy,4,8,2020
4:50 pm,86 °F,73 °F,66%,WNW,10 mph,0 mph,29.62 in,0.0 in,Mostly Cloudy,4,8,2020
5:31 pm,84 °F,73 °F,70%,WNW,9 mph,0 mph,29.62 in,0.0 in,Partly Cloudy,4,8,2020
5:50 pm,84 °F,73 °F,70%,WNW,9 mph,0 mph,29.62 in,0.0 in,Partly Cloudy,4,8,2020
6:50 pm,84 °F,73 °F,70%,NW,7 mph,0 mph,29.62 in,0.0 in,Mostly Cloudy,4,8,2020
3:50 am,82 °F,72 °F,70%,WSW,6 mph,0 mph,29.59 in,0.0 in,Fair,5,8,2020
4:50 am,82 °F,72 °F,70%,W,5 mph,0 mph,29.59 in,0.0 in,Fair,5,8,2020
5:50 am,82 °F,72 °F,70%,WSW,6 mph,0 mph,29.59 in,0.0 in,Fair,5,8,2020
6:00 am,82 °F,72 °F,70%,WSW,7 mph,0 mph,29.59 in,0.0 in,Fair,5,8,2020
6:50 am,84 °F,72 °F,66%,WSW,6 mph,0 mph,29.62 in,0.0 in,Partly Cloudy,5,8,2020
7:50 am,84 °F,72 °F,66%,WSW,12 mph,0 mph,29.62 in,0.0 in,Partly Cloudy,5,8,2020
8:50 am,86 °F,73 °F,66%,WSW,10 mph,0 mph,29.62 in,0.0 in,Partly Cloudy,5,8,2020
9:50 am,88 °F,72 °F,58%,WSW,10 mph,0 mph,29.62 in,0.0 in,Partly Cloudy,5,8,2020
10:50 am,88 °F,72 °F,58%,WSW,10 mph,0 mph,29.62 in,0.0 in,Partly Cloudy,5,8,2020
11:50 am,88 °F,72 °F,58%,W,12 mph,0 mph,29.62 in,0.0 in,Partly Cloudy,5,8,2020
12:50 pm,88 °F,72 °F,58%,WSW,12 mph,0 mph,29.62 in,0.0 in,Fair,5,8,2020
1:50 pm,88 °F,72 °F,58%,WSW,13 mph,24 mph,29.62 in,0.0 in,Fair,5,8,2020
2:50 pm,88 °F,72 °F,58%,WSW,12 mph,0 mph,29.62 in,0.0 in,Fair,5,8,2020
3:50 pm,88 °F,72 °F,58%,W,12 mph,0 mph,29.62 in,0.0 in,Fair,5,8,2020
4:50 pm,86 °F,70 °F,58%,W,10 mph,0 mph,29.62 in,0.0 in,Fair,5,8,2020
5:50 pm,84 °F,70 °F,62%,W,9 mph,0 mph,29.62 in,0.0 in,Fair,5,8,2020
6:50 pm,84 °F,72 °F,66%,WNW,8 mph,0 mph,29.62 in,0.0 in,Fair,5,8,2020
4:50 am,77 °F,72 °F,83%,VAR,2 mph,0 mph,29.68 in,0.0 in,Fair,6,8,2020
5:50 am,79 °F,72 °F,78%,VAR,2 mph,0 mph,29.68 in,0.0 in,Fair,6,8,2020
6:00 am,81 °F,72 °F,74%,VAR,2 mph,0 mph,29.68 in,0.0 in,Fair,6,8,2020
6:50 am,82 °F,72 °F,70%,VAR,2 mph,0 mph,29.68 in,0.0 in,Partly Cloudy,6,8,2020
7:50 am,84 °F,72 °F,66%,WSW,7 mph,0 mph,29.68 in,0.0 in,Partly Cloudy,6,8,2020
8:50 am,84 °F,70 °F,62%,SW,10 mph,0 mph,29.71 in,0.0 in,Partly Cloudy,6,8,2020
9:50 am,86 °F,72 °F,62%,SW,12 mph,0 mph,29.71 in,0.0 in,Fair,6,8,2020
10:50 am,88 °F,72 °F,58%,WSW,12 mph,0 mph,29.71 in,0.0 in,Fair,6,8,2020
11:50 am,88 °F,72 °F,58%,W,12 mph,0 mph,29.71 in,0.0 in,Fair,6,8,2020
12:50 pm,88 °F,72 °F,58%,W,13 mph,0 mph,29.71 in,0.0 in,Fair,6,8,2020
1:50 pm,88 °F,73 °F,62%,W,10 mph,0 mph,29.71 in,0.0 in,Fair,6,8,2020
2:50 pm,88 °F,73 °F,62%,W,10 mph,0 mph,29.68 in,0.0 in,Partly Cloudy,6,8,2020
3:50 pm,88 °F,73 °F,62%,W,10 mph,0 mph,29.68 in,0.0 in,Partly Cloudy,6,8,2020
4:50 pm,86 °F,73 °F,66%,WNW,10 mph,0 mph,29.68 in,0.0 in,Partly Cloudy,6,8,2020
5:50 pm,86 °F,73 °F,66%,WNW,8 mph,0 mph,29.68 in,0.0 in,Partly Cloudy,6,8,2020
6:50 pm,84 °F,73 °F,70%,W,7 mph,0 mph,29.71 in,0.0 in,Partly Cloudy,6,8,2020
7:50 pm,82 °F,73 °F,74%,W,6 mph,0 mph,29.71 in,0.0 in,Fair,6,8,2020
8:50 pm,82 °F,73 °F,74%,W,6 mph,0 mph,29.73 in,0.0 in,Fair,6,8,2020
4:50 am,77 °F,72 °F,83%,VAR,2 mph,0 mph,29.71 in,0.0 in,Fair,7,8,2020
5:50 am,79 °F,72 °F,78%,VAR,3 mph,0 mph,29.71 in,0.0 in,Fair,7,8,2020
6:00 am,79 °F,72 °F,78%,VAR,2 mph,0 mph,29.71 in,0.0 in,Patches of Fog,7,8,2020
6:50 am,82 °F,73 °F,74%,VAR,1 mph,0 mph,29.73 in,0.0 in,Patches of Fog,7,8,2020
7:50 am,84 °F,72 °F,66%,SW,7 mph,0 mph,29.73 in,0.0 in,Fair,7,8,2020
8:50 am,86 °F,72 °F,62%,SW,6 mph,0 mph,29.73 in,0.0 in,Fair,7,8,2020
9:50 am,88 °F,72 °F,58%,WSW,12 mph,0 mph,29.73 in,0.0 in,Fair,7,8,2020
10:50 am,88 °F,72 °F,58%,WSW,13 mph,0 mph,29.71 in,0.0 in,Fair,7,8,2020
11:50 am,90 °F,72 °F,55%,SW,14 mph,0 mph,29.71 in,0.0 in,Fair,7,8,2020
12:50 pm,90 °F,73 °F,59%,W,13 mph,0 mph,29.71 in,0.0 in,Fair,7,8,2020
1:50 pm,90 °F,73 °F,59%,W,12 mph,0 mph,29.71 in,0.0 in,Fair,7,8,2020
2:50 pm,88 °F,73 °F,62%,W,12 mph,0 mph,29.71 in,0.0 in,Fair,7,8,2020
3:50 pm,88 °F,73 °F,62%,WNW,9 mph,0 mph,29.71 in,0.0 in,Fair,7,8,2020
4:50 pm,88 °F,75 °F,66%,WNW,8 mph,0 mph,29.68 in,0.0 in,Fair,7,8,2020
5:50 pm,86 °F,75 °F,70%,NW,7 mph,0 mph,29.68 in,0.0 in,Fair,7,8,2020
3:50 am,82 °F,75 °F,79%,VAR,3 mph,0 mph,29.65 in,0.0 in,Fair,8,8,2020
4:50 am,81 °F,75 °F,84%,VAR,2 mph,0 mph,29.68 in,0.0 in,Fair,8,8,2020
5:50 am,82 °F,75 °F,79%,SW,5 mph,0 mph,29.68 in,0.0 in,Partly Cloudy,8,8,2020
6:02 am,82 °F,75 °F,79%,VAR,3 mph,0 mph,29.68 in,0.0 in,Patches of Fog,8,8,2020
6:50 am,84 °F,75 °F,74%,WSW,6 mph,0 mph,29.68 in,0.0 in,Patches of Fog,8,8,2020
7:09 am,86 °F,73 °F,66%,WSW,8 mph,0 mph,29.71 in,0.0 in,Mostly Cloudy,8,8,2020
7:30 am,84 °F,73 °F,70%,WSW,9 mph,0 mph,29.71 in,0.0 in,Patches of Fog,8,8,2020
7:50 am,86 °F,73 °F,66%,WSW,8 mph,0 mph,29.71 in,0.0 in,Mostly Cloudy,8,8,2020
8:09 am,86 °F,73 °F,66%,WSW,8 mph,0 mph,29.71 in,0.0 in,Mostly Cloudy,8,8,2020
8:50 am,86 °F,73 °F,66%,WSW,8 mph,0 mph,29.71 in,0.0 in,Mostly Cloudy,8,8,2020
9:50 am,88 °F,73 °F,62%,WSW,9 mph,0 mph,29.71 in,0.0 in,Mostly Cloudy,8,8,2020
10:50 am,88 °F,73 °F,62%,WSW,9 mph,0 mph,29.71 in,0.0 in,Partly Cloudy,8,8,2020
11:50 am,90 °F,73 °F,59%,WSW,9 mph,0 mph,29.68 in,0.0 in,Fair,8,8,2020
12:50 pm,88 °F,72 °F,58%,W,12 mph,0 mph,29.68 in,0.0 in,Partly Cloudy,8,8,2020
1:50 pm,88 °F,73 °F,62%,WNW,12 mph,0 mph,29.68 in,0.0 in,Mostly Cloudy,8,8,2020
2:50 pm,88 °F,72 °F,58%,W,12 mph,0 mph,29.68 in,0.0 in,Mostly Cloudy,8,8,2020
2:58 pm,88 °F,73 °F,62%,W,10 mph,0 mph,29.71 in,0.0 in,Partly Cloudy,8,8,2020
3:50 pm,88 °F,72 °F,58%,WNW,9 mph,0 mph,29.68 in,0.0 in,Partly Cloudy,8,8,2020
4:50 pm,86 °F,73 °F,66%,WNW,12 mph,0 mph,29.68 in,0.0 in,Partly Cloudy,8,8,2020
5:50 pm,84 °F,72 °F,66%,WNW,10 mph,0 mph,29.68 in,0.0 in,Mostly Cloudy,8,8,2020
6:50 pm,84 °F,73 °F,70%,W,8 mph,0 mph,29.68 in,0.0 in,Mostly Cloudy,8,8,2020
6:00 am,82 °F,70 °F,66%,W,5 mph,0 mph,29.65 in,0.0 in,Mostly Cloudy,9,8,2020
6:50 am,82 °F,68 °F,62%,WSW,8 mph,0 mph,29.65 in,0.0 in,Partly Cloudy,9,8,2020
7:50 am,84 °F,70 °F,62%,WSW,9 mph,0 mph,29.68 in,0.0 in,Mostly Cloudy,9,8,2020
8:50 am,84 °F,70 °F,62%,WSW,10 mph,0 mph,29.68 in,0.0 in,Partly Cloudy,9,8,2020
9:50 am,86 °F,68 °F,55%,WSW,15 mph,0 mph,29.68 in,0.0 in,Partly Cloudy,9,8,2020
10:50 am,86 °F,68 °F,55%,WSW,10 mph,0 mph,29.68 in,0.0 in,Partly Cloudy,9,8,2020
11:50 am,86 °F,70 °F,58%,W,13 mph,0 mph,29.68 in,0.0 in,Partly Cloudy,9,8,2020
12:50 pm,86 °F,70 °F,58%,W,12 mph,0 mph,29.68 in,0.0 in,Partly Cloudy,9,8,2020
1:50 pm,86 °F,68 °F,55%,W,12 mph,0 mph,29.68 in,0.0 in,Partly Cloudy,9,8,2020
2:50 pm,86 °F,68 °F,55%,W,9 mph,0 mph,29.68 in,0.0 in,Partly Cloudy,9,8,2020
3:50 pm,86 °F,68 °F,55%,WNW,12 mph,0 mph,29.68 in,0.0 in,Fair,9,8,2020
4:50 pm,84 °F,70 °F,62%,WNW,9 mph,0 mph,29.68 in,0.0 in,Partly Cloudy,9,8,2020
5:50 pm,84 °F,70 °F,62%,WNW,9 mph,0 mph,29.68 in,0.0 in,Partly Cloudy,9,8,2020
6:50 pm,82 °F,70 °F,66%,W,9 mph,0 mph,29.68 in,0.0 in,Fair,9,8,2020
4:50 am,81 °F,70 °F,70%,W,6 mph,0 mph,29.68 in,0.0 in,Partly Cloudy,10,8,2020
5:50 am,81 °F,68 °F,65%,WSW,6 mph,0 mph,29.68 in,0.0 in,Fair,10,8,2020
6:00 am,82 °F,68 °F,62%,WSW,7 mph,0 mph,29.68 in,0.0 in,Partly Cloudy,10,8,2020
6:50 am,82 °F,70 °F,66%,W,7 mph,0 mph,29.68 in,0.0 in,Mostly Cloudy,10,8,2020
7:50 am,84 °F,68 °F,58%,WSW,9 mph,0 mph,29.71 in,0.0 in,Fair,10,8,2020
8:50 am,84 °F,70 °F,62%,WNW,6 mph,0 mph,29.71 in,0.0 in,Mostly Cloudy,10,8,2020
9:20 am,84 °F,68 °F,58%,W,9 mph,0 mph,29.71 in,0.0 in,Mostly Cloudy,10,8,2020
9:50 am,86 °F,68 °F,55%,WSW,12 mph,0 mph,29.71 in,0.0 in,Mostly Cloudy,10,8,2020
10:50 am,88 °F,68 °F,52%,WSW,10 mph,0 mph,29.73 in,0.0 in,Partly Cloudy,10,8,2020
11:50 am,88 °F,70 °F,55%,W,13 mph,0 mph,29.73 in,0.0 in,Mostly Cloudy,10,8,2020
12:50 pm,86 °F,68 °F,55%,W,14 mph,0 mph,29.71 in,0.0 in,Partly Cloudy,10,8,2020
1:30 pm,84 °F,72 °F,66%,WNW,15 mph,0 mph,29.71 in,0.0 in,Mostly Cloudy,10,8,2020
1:50 pm,86 °F,72 °F,62%,WNW,12 mph,0 mph,29.71 in,0.0 in,Mostly Cloudy,10,8,2020
2:50 pm,84 °F,70 °F,62%,WNW,13 mph,0 mph,29.71 in,0.0 in,Mostly Cloudy,10,8,2020
3:50 pm,86 °F,72 °F,62%,WNW,10 mph,0 mph,29.71 in,0.0 in,Partly Cloudy,10,8,2020
4:50 pm,84 °F,70 °F,62%,WNW,10 mph,0 mph,29.71 in,0.0 in,Partly Cloudy,10,8,2020
5:50 pm,84 °F,72 °F,66%,WNW,9 mph,0 mph,29.71 in,0.0 in,Mostly Cloudy,10,8,2020
6:50 pm,82 °F,72 °F,70%,WNW,9 mph,0 mph,29.73 in,0.0 in,Partly Cloudy,10,8,2020
6:00 am,81 °F,70 °F,70%,VAR,2 mph,0 mph,29.73 in,0.0 in,Fair,11,8,2020
6:50 am,82 °F,70 °F,66%,WSW,5 mph,0 mph,29.73 in,0.0 in,Fair,11,8,2020
7:50 am,82 °F,68 °F,62%,WSW,8 mph,0 mph,29.73 in,0.0 in,Partly Cloudy,11,8,2020
8:50 am,86 °F,70 °F,58%,WSW,8 mph,0 mph,29.76 in,0.0 in,Partly Cloudy,11,8,2020
9:50 am,86 °F,68 °F,55%,WSW,10 mph,0 mph,29.76 in,0.0 in,Fair,11,8,2020
10:50 am,86 °F,68 °F,55%,WSW,12 mph,0 mph,29.76 in,0.0 in,Fair,11,8,2020
11:50 am,88 °F,68 °F,52%,WSW,13 mph,0 mph,29.76 in,0.0 in,Fair,11,8,2020
12:50 pm,88 °F,70 °F,55%,W,10 mph,0 mph,29.73 in,0.0 in,Partly Cloudy,11,8,2020
1:50 pm,86 °F,70 °F,58%,W,12 mph,0 mph,29.73 in,0.0 in,Partly Cloudy,11,8,2020
2:50 pm,86 °F,70 °F,58%,WNW,13 mph,0 mph,29.73 in,0.0 in,Partly Cloudy,11,8,2020
3:50 pm,86 °F,70 °F,58%,WNW,12 mph,0 mph,29.73 in,0.0 in,Partly Cloudy,11,8,2020
4:50 pm,84 °F,72 °F,66%,WNW,10 mph,0 mph,29.73 in,0.0 in,Partly Cloudy,11,8,2020
5:50 pm,84 °F,72 °F,66%,WNW,9 mph,0 mph,29.73 in,0.0 in,Partly Cloudy,11,8,2020
